datetime,sessionTime,ExciteOMeter
250320201519.806,105.440,0.59921
250320201519.806,106.460,0.53429
250320201519.806,107.480,0.44183
250320201519.806,107.480,0.49785
250320201519.806,108.500,0.47999
250320201519.806,108.500,0.44512
250320201519.806,109.520,0.55270
250320201519.806,110.540,0.59140
250320201519.806,110.540,0.64175
250320201519.806,110.820,0.64247
250320201519.806,110.820,0.73178
250320201519.806,111.900,0.83360
250320201519.806,111.900,0.83564
250320201519.807,112.920,0.85263
250320201519.807,113.940,0.86687
250320201519.807,113.940,0.87005
250320201519.807,114.960,0.87512
250320201519.807,114.960,0.88894
250320201519.807,115.980,0.88409
250320201519.807,115.980,0.84502
250320201519.807,117.000,0.85049
250320201519.807,117.000,0.91212
250320201519.807,118.020,0.90377
250320201519.807,118.020,0.92005
250320201519.807,118.900,0.91337
250320201519.807,119.920,0.91018
250320201519.807,119.920,0.86903
250320201519.807,120.940,0.83550
250320201519.807,120.940,0.84397
250320201519.807,121.960,0.86077
250320201519.807,121.960,0.86037
250320201519.807,122.980,0.87425
250320201519.807,122.980,0.87356
250320201519.807,124.000,0.86466
250320201519.807,125.020,0.88662
250320201519.807,125.020,0.91328
250320201519.807,125.940,0.93498
250320201519.807,125.940,0.86082
250320201519.807,126.960,0.85491
250320201519.807,126.960,0.79727
250320201519.807,127.960,0.78224
250320201519.807,127.960,0.80366
250320201519.807,129.000,0.78800
250320201519.807,129.000,0.79401
250320201519.807,129.860,0.76210
250320201519.807,130.880,0.72604
250320201519.807,130.880,0.81268
250320201519.807,131.380,0.84703
250320201519.807,131.380,0.90186
250320201519.807,132.420,0.89971
250320201519.807,132.420,0.88100
250320201519.807,133.440,0.87057
250320201519.807,133.440,0.85409
250320201519.807,134.440,0.84608
250320201519.807,135.480,0.82599
250320201519.807,135.480,0.84445
250320201519.807,136.500,0.85593
250320201519.807,136.500,0.75962
250320201519.807,137.380,0.78027
250320201519.807,137.380,0.65020
250320201519.807,138.400,0.63782
250320201519.807,138.400,0.64210
250320201519.807,139.440,0.63465
250320201519.807,139.440,0.60910
250320201519.807,140.440,0.63027
250320201519.807,141.480,0.59209
250320201519.807,141.480,0.56777
250320201519.807,142.360,0.62152
250320201519.807,142.360,0.48802
250320201519.807,143.520,0.62042
250320201519.807,144.400,0.67774
250320201519.807,144.400,0.73405
250320201519.807,145.420,0.73920
250320201519.808,145.420,0.71148
250320201519.808,146.420,0.66084
250320201519.808,146.420,0.60713
250320201519.808,147.440,0.61421
250320201519.808,148.480,0.56653
250320201519.808,148.480,0.64559
250320201519.808,149.520,0.31325
250320201519.808,149.520,0.35236
250320201519.808,150.540,0.34105
250320201519.808,150.980,0.35461
250320201519.808,150.980,0.41717
250320201519.808,151.900,0.43731
250320201519.808,151.900,0.40528
250320201519.808,152.920,0.37841
250320201519.808,153.940,0.21917
250320201519.808,153.940,0.19972
250320201519.808,154.960,0.44234
250320201519.808,154.960,0.45750
250320201519.808,155.980,0.43110
250320201519.808,157.000,0.40539
250320201519.808,157.000,0.44862
250320201519.808,157.880,0.51012
250320201519.808,158.900,0.55560
250320201519.808,158.900,0.57584
250320201519.808,159.920,0.63023
250320201519.808,159.920,0.60684
250320201519.808,160.940,0.70213
250320201519.808,160.940,0.73702
250320201519.808,161.960,0.71913
250320201519.808,162.980,0.70975
250320201519.808,162.980,0.62934
250320201519.808,163.860,0.63513
250320201519.808,163.860,0.66082
250320201519.808,164.880,0.69089
250320201519.808,165.900,0.72889
250320201519.808,165.900,0.70723
250320201519.808,166.920,0.71537
250320201519.809,166.920,0.71759
250320201519.809,167.980,0.72881
250320201519.809,167.980,0.65516
250320201519.809,168.980,0.66437
250320201519.809,169.860,0.57358
250320201519.809,169.860,0.48146
250320201519.809,170.900,0.44565
250320201519.809,170.900,0.44539
250320201519.809,171.040,0.40723
250320201519.809,172.420,0.45758
250320201519.809,172.420,0.43665
250320201519.809,173.460,0.40079
250320201519.809,174.480,0.45384
250320201519.809,174.480,0.40980
250320201519.809,175.520,0.46094
250320201519.809,175.520,0.40388
250320201519.809,176.400,0.30676
250320201519.809,177.420,0.32540
250320201519.809,177.420,0.32821
250320201519.809,178.440,0.39943
250320201519.809,178.440,0.43334
250320201519.809,179.460,0.40020
250320201519.809,180.480,0.35290
250320201519.809,180.480,0.37689
250320201519.809,181.500,0.47510
250320201519.809,181.500,0.69323
250320201519.809,182.360,0.78329
250320201519.809,183.400,0.79277
250320201519.809,183.400,0.78858
250320201519.809,184.420,0.76686
250320201519.809,184.420,0.74264
250320201519.809,185.420,0.75544
250320201519.809,185.420,0.75953
250320201519.809,186.440,0.76354
250320201519.809,187.480,0.73531
250320201519.809,187.480,0.73487
250320201519.809,188.500,0.74898
250320201519.809,188.500,0.70596
250320201519.809,189.520,0.65150
250320201519.809,190.380,0.58856
250320201519.809,190.380,0.60853
250320201519.809,191.100,0.64878
250320201519.809,191.100,0.69141
250320201519.809,191.900,0.72109
250320201519.810,192.920,0.70829
250320201519.810,192.920,0.64840
250320201519.810,194.120,0.59890
250320201519.810,194.120,0.65346
250320201519.810,195.040,0.65753
250320201519.810,195.040,0.70412
250320201519.810,195.660,0.68616
250320201519.810,196.680,0.67575
250320201519.810,196.680,0.61786
250320201519.810,197.660,0.57376
250320201519.810,198.780,0.60566
250320201519.810,198.780,0.59467
250320201519.810,199.740,0.60150
250320201519.810,199.740,0.62503
250320201519.810,200.700,0.65799
250320201519.810,201.820,0.71315
250320201519.810,201.820,0.72420
250320201519.810,202.780,0.74591
250320201519.810,202.780,0.72811
250320201519.810,203.740,0.67236
250320201519.810,203.740,0.65420
250320201519.810,204.700,0.40230
250320201519.810,205.640,0.42920
250320201519.810,205.640,0.43022
250320201519.810,206.760,0.44821
250320201519.810,206.760,0.36534
250320201519.810,207.740,0.40264
250320201519.810,208.680,0.29791
250320201519.810,208.680,0.34545
250320201519.810,209.640,0.31000
250320201519.810,209.640,0.46709
250320201519.810,210.720,0.71229
250320201519.810,211.160,0.75760
250320201519.810,211.160,0.78249
250320201519.810,212.200,0.82593
250320201519.810,212.200,0.80612
250320201519.810,213.180,0.81845
250320201519.810,213.180,0.81794
250320201519.810,214.300,0.84273
250320201519.810,215.260,0.87966
250320201519.810,215.260,0.87110
250320201519.810,216.240,0.86468
250320201519.810,216.240,0.84878
250320201519.810,217.200,0.84008
250320201519.810,217.200,0.79153
250320201519.810,218.180,0.79451
250320201519.811,218.180,0.77764
250320201519.811,219.280,0.79223
250320201519.811,220.280,0.74112
250320201519.811,220.280,0.74330
250320201519.811,221.260,0.69030
250320201519.811,221.260,0.71580
250320201519.811,222.240,0.66103
250320201519.811,222.240,0.74396
250320201519.811,223.220,0.82411
250320201519.811,224.180,0.79816
250320201519.811,224.180,0.77459
250320201519.811,225.300,0.79018
250320201519.811,225.300,0.70198
250320201519.811,226.260,0.72359
250320201519.811,227.240,0.70070
250320201519.811,227.240,0.75447
250320201519.811,228.220,0.79921
250320201519.811,228.220,0.82176
250320201519.811,229.180,0.80460
250320201519.811,229.180,0.76291
250320201519.811,230.160,0.78731
250320201519.811,231.280,0.80893
250320201519.811,231.280,0.78473
250320201519.811,231.760,0.75413
250320201519.811,231.760,0.73661
250320201519.811,232.720,0.70817
250320201519.811,232.720,0.67710
250320201519.811,233.720,0.70630
250320201519.811,234.820,0.66699
250320201519.811,234.820,0.48092
250320201519.811,235.800,0.49356
250320201519.811,235.800,0.49101
250320201519.811,236.780,0.46141
250320201519.811,237.740,0.36426
250320201519.811,237.740,0.42828
250320201519.811,238.740,0.40806
250320201519.811,238.740,0.40967
250320201519.811,239.700,0.28824
250320201519.811,240.820,0.36033
250320201519.811,240.820,0.47465
250320201519.811,241.800,0.57632
250320201519.811,241.800,0.56741
250320201519.811,242.780,0.61357
250320201519.811,243.760,0.61296
250320201519.811,243.760,0.54779
250320201519.812,244.760,0.54930
250320201519.812,244.760,0.54413
250320201519.812,245.720,0.59027
250320201519.812,246.720,0.58338
250320201519.812,246.720,0.57847
250320201519.812,247.680,0.43524
250320201519.812,247.680,0.41208
250320201519.812,248.800,0.38768
250320201519.812,249.760,0.33416
250320201519.812,249.760,0.45262
250320201519.812,250.740,0.40837
250320201519.812,250.740,0.32728
250320201519.812,251.300,0.32145
250320201519.812,252.340,0.21879
250320201519.812,252.340,0.29803
250320201519.812,253.300,0.31561
250320201519.812,253.300,0.21351
250320201519.812,254.420,0.22413
250320201519.812,255.240,0.25744
250320201519.812,255.240,0.12019
